"通匯金融代號","總單位名稱","帳號長度","地址","電話"
"050","臺灣中小企業銀行","11位","台北市塔城街３０號","02 25597171"
"通匯金融代號","支單位名稱","地址","電話"
"0502906","楊梅分行","桃園縣楊梅鎮大成路１４６號","03 4786111"
"0502917","湖口分行","新竹縣湖口鄉中正路一段７６號","03 5997171"
"0503006","桃園分行","桃園縣桃園市中華路９９號","03 3317171"
"0503017","大園分行","桃園縣大園鄉中山南路８０號","03 3857171"
"0503028","大溪分行","桃園縣大溪鎮復興路８０∣８２號","03 3887171"
"0503109","中壢分行","桃園縣中壢市中山路１５７號","03 4277171"
"0503110","內壢分行","桃園縣中壢市忠孝路７４號","03 4557171"
"0503121","新明分行","桃園縣中壢市民族路２８２號","03 4027171"
"0503132","東桃園分行","桃園縣龜山鄉萬壽路二段１２２３號","03 3297171"
"0503154","新屋分行","桃園縣新屋鄉中山路２５７號","03 4777171"
"0503202","新竹分行","新竹市東門街１５４號","03 5277171"
"0503213","竹北分行","新竹縣竹北市縣政九路１２８號","03 5517171"
"0503224","竹科分行","新竹市光復路一段４８７號","03 5637171"
"0503305","八德分行","桃園縣八德市大忠里介壽路一段７８９號","03 3767171"
"0503327","龍潭分行","桃園縣龍潭鄉龍潭村龍元路６４號","03 4807171"
"0503408","竹東分行","新竹縣竹東鎮東華里東林路６號","03 5947171"
"0503501","竹南分行","苗栗縣竹南鎮博愛街２９號","037467171"
"0503512","頭份分行","苗栗縣頭份鎮信義路９０號","037687171"
"0503604","苗栗分行","苗栗縣苗栗市中正路６０６號","037327171"
"0504601","豐原分行","台中縣豐原市三豐路１號","04 25267171"
"0504704","太平分行","台中縣太平市中興東路２７號","04 22707171"
"0504807","大甲分行","台中縣大甲鎮鎮政路１４號","04 26867171"
"0504829","沙鹿分行","台中縣沙鹿鎮中棲路３５５號","04 26657171"
"0504830","烏日分行","台中縣烏日鄉中華路６１６號","04 23387171"
"0504900","台中分行","台中市中正路２２４號","04 22297171"
"0504911","民權分行","台中市民權路８４號","04 22267171"
"0505000","興中分行","台中市台中路１３６號","04 22877171"
"0505011","北屯分行","台中市進化北路５３號","04 22307171"
"0505103","南投分行","南投縣南投市崇文里復興路１３９號","0492237171"
"0505114","草屯分行","南投縣草屯鎮中正路６０４號","0492357171"
"0505206","埔里分行","南投縣埔里鎮中正路４３４號","0492997171"
"0505217","潭子分行","台中縣潭子鄉中山路二段１３５號","04 25317171"
"0505309","竹山分行","南投縣竹山鎮集山路三段９１９號","0492637171"
"0505402","彰化分行","彰化縣彰化市光復路６１號","04 7257171"
"0505413","和美分行","彰化縣和美鎮和安街８之１４號","04 7558131"
"0505505","員林分行","彰化縣員林鎮民權街１６號","04 8377171"
"0505608","北斗分行","彰化縣北斗鎮宮前街６２號","04 8877171"
"0505619","二林分行","彰化縣二林鎮中正路２號","04 8957171"
"0506605","斗六分行","雲林縣斗六市大同路１０９號","05 5347171"
"0506708","北港分行","雲林縣北港鎮文化路６５號","05 7827171"
"0506719","虎尾分行","雲林縣虎尾鎮和平路４５號","05 6337171"
"0506801","嘉義分行","嘉義市光華路１３２號","05 2287171"
"0506812","民雄分行","嘉義縣民雄鄉建國路三段８３號","05 2207171"
"0506823","南嘉義分行","嘉義市新民路７６４號","05 2867171"
"0506904","新營分行","台南縣新營市中山路２１６號","06 6357171"
"0506915","開元分行","台南縣永康市中華路１２號","06 3117171"
"0507004","永康分行","台南縣永康市中正南路７９號","06 2517171"
"0507015","學甲分行","台南縣學甲鎮中山路８７號","06 7837171"
"0507026","善化分行","台南縣善化鎮中山路３５２號","06 5816111"
"0507037","永大分行","台南縣永康市永大路２段１５３２號","06 2337171"
"0507107","台南分行","台南市中正路１８５號","06 2247171"
"0507118","仁德分行","台南縣仁德鄉仁義村中山路３３９號","06 2797171"
"0507152","正義簡易型分行","台南市安平區健康路三段３０８號","06 2997171"
"0507200","成功分行","台南市公園路２５號","06 2217171"
"0507211","東台南分行","台南市中華東路二段７５號","06 2687171"
"0507303","安平分行","台南市中華西路一段６７號","06 2657171"
"0507602","花蓮分行","花蓮縣花蓮市中山路２４７號","03 8357171"
"0507705","台東分行","台東縣台東市中華路一段３３５號","089327171"
"0508207","東高雄分行","高雄市中正一路２４９號","07 7167171"
"0508300","岡山分行","高雄縣岡山鎮岡山路４１２號","07 6227171"
"0508403","北鳳山分行","高雄縣鳳山市建國路三段２８號","07 7767171"
"0508414","苓雅分行","高雄市苓雅區青年一路３１號","07 5377171"
"0508506","高雄分行","高雄市五福三路７９號","07 2717171"
"0508517","北高雄分行","高雄市復興一路９０號","07 2387171"
"0508528","大昌分行","高雄市大昌二路１１６號","07 3827171"
"0508539","前鎮分行","高雄市民權二路３７８之３號","07 5355171"
"0508609","九如分行","高雄市九如二路２５５號","07 3137171"
"0508702","三民分行","高雄市中山一路１５３號","07 2867171"
"0508805","鳳山分行","高雄縣鳳山市中山路１５７號","07 7107171"
"0508816","大發分行","高雄縣大寮鄉大發工業區華中路１號","07 7887171"
"0508908","屏東分行","屏東縣屏東市漢口街７號","08 7327171"
"0508919","東港分行","屏東縣東港鎮光復路三段１３０號","08 8337171"
"0508920","潮州分行","屏東縣潮州鎮新生路１００號","08 7807171"
