"通匯金融代號","總單位名稱","帳號長度","地址","電話"
"619","大社仁武大樹橋頭湖內路竹阿蓮燕巢杉林甲仙","","梓官茄萣大寮彌陀永安岡山鳥松林園內門等","07 7439121"
"通匯金融代號","支單位名稱","地址","電話"
"6190657","海埔分部","高雄縣湖內鄉海山村和平路１５０號","07 6991328"
"6190853","太爺分部","高雄縣湖內鄉中正路一段６０號","07 6995963"
"6190093","路竹鄉農會","高雄縣路竹鄉忠孝路４３號","07 6964011"
"6190428","竹滬分部","高雄縣路竹鄉竹滬村成功路１４之２號","07 6981649"
"6190439","一甲分部","高雄縣路竹鄉甲南村大仁路２４４號","07 6962520"
"6190440","下坑分部","高雄縣路竹鄉下坑村太平路３０３號","07 6951644"
"6190451","三爺分部","高雄縣路竹鄉三爺村三民路５４號","07 6962408"
"6190037","旗山鎮農會","高雄縣旗山鎮中山路６７號","07 6615491"
"6190314","旗尾分部","高雄縣旗山鎮旗屏一路４１號","07 6612274"
"6190325","溪洲分部","高雄縣旗山鎮中洲路７５號","07 6662774"
"6190336","南溪洲分部","高雄縣旗山鎮旗南二路７７號","07 6661215"
"6190347","嶺口分部","高雄縣旗山鎮旗南三路２２３號","07 6651630"
"6190358","中正分部","高雄縣旗山鎮旗甲路５８１號","07 6691474"
"6190015","鳳山市農會","高雄縣鳳山市維新路１２４號","07 7463131"
"6190266","五甲分部","高雄縣鳳山市南和路２１號","07 8312832"
"6190738","老爺分部","高雄縣鳳山市華興街５７號","07 7713131"
"6190749","市場分部","高雄縣鳳山市五甲一路４５１號","07 7553711"
"6190864","文山分部","高雄縣鳳山市文衡路３５４號","07 7761177"
"6190886","東區分部","高雄縣鳳山市東山東路３７９號","07 7038888"
"6190897","鎮北分部","高雄縣鳳山市力行路１１４號","07 7404305"
"6190990","過埤分部","高雄縣鳳山市過埤路１５６號","07 7922225"
"6190059","橋頭鄉農會","高雄縣橋頭鄉橋南路９０號","07 6116161"
"6190716","橋頭分部","高雄縣橋頭鄉橋頭村新興路１５號","07 6118811"
"6190901","甲圍辦事處","高雄縣橋頭鄉甲北村甲圍路６６號","07 6122213"
"6190923","隆豐和分部","高雄縣橋頭鄉仕和村隆豐路２７８號","07 6123976"
"6190934","五林分部","高雄縣橋頭鄉東林村五林路１６∣２號","07 6120319"
"6190060","燕巢鄉農會","高雄縣燕巢鄉中民路５７７號","07 6162211"
"6190406","鳳雄分部","高雄縣燕巢鄉鳳雄村鳳旗路２０７號","07 6153407"
"6190417","深水分部","高雄縣燕巢鄉深水村深興路１５２號","07 6152152"
"6190680","安招分部","高雄縣燕巢鄉安招村安西路３之２３號","07 6164254"
"6190129","彌陀鄉農會","高雄縣彌陀鄉彌仁村中華路２號","07 6171314"
"6190646","南安分部","高雄縣彌陀鄉漯底村樂安路４號","07 6175065"
"6190783","壽齡分部","高雄縣彌陀鄉舊港村舊港路東段２８號","07 6196244"
