"通匯金融代號","總單位名稱","帳號長度","地址","電話"
"017","兆豐國際商業銀行","存款類11位\n代收類14位","台北市吉林路１００號","02 25633156"
"通匯金融代號","支單位名稱","地址","電話"
"0172196","南三重分行","台北縣三重市重新路四段１２號","02 29748811"
"0172200","南彰化分行","彰化縣彰化市中山路一段４０１號","04 7613111"
"0172266","城東分行","台北市民生東路四段５２號１樓","02 27196128"
"0172277","五福分行","高雄市五福二路８２號","07 2265181"
"0172288","羅東分行","宜蘭縣羅東鎮純精路二段１９５號","03 9611262"
"0172299","大安分行","台北市信義路三段１８２號","02 27037576"
"0172314","城北分行","台北市松江路１５６之１號","02 25683658"
"0172325","后里分行","台中縣后里鄉甲后路６１９之１號","04 25588855"
"0172336","鹿港分行","彰化縣鹿港鎮中山路２５４號","04 7788111"
"0172347","文山分行","台北市南京東路一段５２號","02 25671488"
"0172358","思源分行","台北縣新莊市思源路１６９號","02 29986661"
"0172369","北中壢分行","桃園縣中壢市環北路４０６號","03 4262366"
"0172370","內湖科學園區分行","台北市瑞光路４７２號１樓","02 87983588"
"0172381","雙和分行","台北縣永和市永和路一段６７號","02 22314567"
"0172406","衡陽分行","台北市衡陽路９１號１樓","02 23888668"
"0172417","大里分行","台中縣大里市爽文路６００號","04 24180929"
"0172428","台南科學園區分行","台南縣新市鄉南科三路１３號１樓","06 5052828"
