通匯金融代號	總單位名稱	帳號長度	地址	電話
053	台中商業銀行	12位	台中市西區民權路８７號	04 22236021
通匯金融代號	支單位名稱	地址	電話
0530570	埤頭分行	彰化縣埤頭鄉斗苑西路１６３號	04 8924606
0530581	四民分行	台中市北屯區崇德路３段１９９號	04 24226165
0530592	軍功分行	台中市北屯區東山路一段２２２號	04 24371151
0530606	向上分行	台中市西區美村路一段２９１號	04 23015108
0530617	大慶分行	台中市復興路一段２９５號	04 22634838
0530639	北屯分行	台中市北屯區進化北路８０號	04 22316266
0530640	外埔分行	台中縣外埔鄉大同村甲后路３５８號	04 26836435
0530662	埔心分行	彰化縣埔心鄉東門村中正路一段２１７號	04 8281437
0530684	台北分行	台北市忠孝東路一段８５號	02 23211819
0530695	十九甲簡易分行	台中縣太平市永豐路３２７－３號	04 22754822
0530709	埔鹽分行	彰化縣埔鹽鄉彰水路二段８號	04 8656811
0530710	松山分行	台北市基隆路一段１７６號	02 27658666
0530721	三重分行	台北縣三重市中正北路２號	02 29877878
0530732	高雄分行	高雄市民權一路１１號	07 3355275
0530754	龍井分行	台中縣龍井鄉遊園南路３２５號	04 26326788
0530765	西溪湖分行	彰化縣溪湖鎮二溪路一段２９０號	04 8851480
0530776	林口分行	台北縣林口鄉竹林路８號	02 26021888
0530787	虎尾分行	雲林縣虎尾鎮林森路２段５７之２號	05 6313788
0530798	苑裡分行	苗栗縣苑裡鎮信義路７９號	037866366
0530813	斗南分行	雲林縣斗南鎮中山路１５１之９號	05 5954879
0530824	竹南分行	苗栗縣竹南鎮和平街６６號	037481148
0530835	逢甲簡易型分行	台中市西屯區逢甲路１５９號	04 24521555
0530846	內湖分行	台北市內湖區瑞光路３０６號	02 26579899
0530857	鳳山分行	高雄縣鳳山市武慶二路１７２號	07 7216719
0530868	板橋分行	台北縣板橋市民生路一段２８之２號	02 29563456
0530879	平鎮分行	桃園縣平鎮市中豐路１４號１樓	03 4915688
0530880	新莊分行	台北縣新莊市中正路６５１號	02 29017888
0530891	民雄分行	嘉義縣民雄鄉雙福村建國路２段７８號	05 3206222
0530905	桃園分行	桃園縣桃園市中山路３２４號１樓	03 2701666
0530916	永康分行	台南縣永康市中華路７６０號	06 7021199
