"通匯金融代號","總單位名稱","帳號長度","地址","電話"
"822","中國信託商業銀行","存、放款類12、13位亦可\n代收業務類12-14位","台北市松壽路３號","02 27222002"
"通匯金融代號","支單位名稱","地址","電話"
"8220716","瑞光分行","台北市內湖區內湖路一段５１４號","02 27985600"
"8220727","宜蘭分行","宜蘭縣宜蘭市中山路二段２７１號","03 9351122"
"8220738","民生分行","台北市民生東路一段５８號","02 25641818"
"8220749","中和分行","台北縣中和市連城路６６號","02 22452277"
"8220750","重新分行","台北縣三重市重新路二段４２－１號","02 89726189"
"8220761","丹鳳分行","台北縣新莊市中正路８７９－１４號１樓","02 29066888"
"8220772","北新店分行","台北縣新店市民權路２５號１樓","02 29135000"
"8220783","汐止分行","台北縣汐止市大同路一段３０６號","02 26489699"
"8220794","金城分行","台北縣土城市金城路三段１４號１樓","02 22601177"
"8220808","樹林分行","台北縣樹林市中山路一段１２２號","02 26812345"
"8220819","南勢角分行","台北縣永和市中正路６３號","02 29498838"
"8220820","北新莊分行","台北縣新莊市中華路二段５７號","02 22776789"
"8220853","南桃園分行","桃園縣桃園市復興路３８９號","03 3388866"
"8220864","北桃園分行","桃園縣桃園市經國路１２４號１樓","03 3150566"
"8220875","竹科分行","新竹市金山街２號１樓","03 5638080"
"8220901","營業部","台北市松壽路３號","02 27222002"
"8221012","八德簡易型分行","桃園縣八德市介壽路一段９６５號１樓","03 3716565"
"8221023","林口分行","桃園縣龜山鄉復興一路２３３號","03 3962777"
"8221034","竹北分行","新竹縣竹北市光明六路４９號","03 6560222"
"8221045","南屯分行","台中市南屯區五權西路二段２３４號","04 24712268"
"8221056","大里分行","台中縣大里市東榮路２０號１樓","04 24813333"
"8221067","北台中簡易型分行","台中市育才北路７７號１樓","04 22231666"
"8221078","南投簡易型分行","南投縣南投市中山街２２０號","0492207711"
"8221090","太平簡易型分行","台中縣太平市中興東路３１２號１樓","04 22789988"
"8221104","中台南分行","台南市民生路一段１６７號","06 2412318"
"8221115","東台南分行","台南市長榮路二段２９０號","06 2085522"
"8221126","台東分行","台東縣台東市中山路２７９號１樓","089339898"
"8221137","南台南簡易型分行","台南市健康路二段２３６號","06 2919999"
"8221148","新營分行","台南縣新營市中山路１３７號","06 6336789"
"8221159","科博館分行","台中市西區台中港路一段１７９號","04 23101258"
"8221160","西屯簡易型分行","台中市西屯區台中港路三段１１１號","04 23551000"
"8221171","民族分行","高雄市民族二路９７號","07 2386567"
"8221182","南高雄分行","高雄市一心二路２１號","07 3366768"
"8221193","九如簡易型分行","高雄市三民區九如一路５５１號","07 3805558"
"8221207","屏東分行","屏東縣屏東市自由路４５０號","08 7383000"
"8221218","復北分行","台北市松山區復興北路３６３號１樓","02 87705566"
"8221229","鳳山分行","高雄縣鳳山市中山路８５之１號","07 7451199"
"8221230","五甲分行","高雄縣鳳山市五甲二路６９９號","07 8215101"
"8221241","延吉分行","台北市大安區忠孝東路四段２９８號","02 27716000"
"8221252","信義分行","台北市大安區信義路四段２３６號","02 27079977"
"8221263","青年分行","高雄縣鳳山市青年路二段３１５號１樓","07 7777668"
"8221274","岡山分行","高雄縣岡山鎮岡山路３８８號１樓","07 6235500"
"8221285","士林分行","台北市士林區中正路３０７號","02 28839900"
"8221296","新生南路分行","台北市大安區新生南路一段１１１號１樓","02 87736060"
"8221300","文山分行","台北市文山區辛亥路４段２５０號","02 29335358"
"8222101","淡水簡易型分行","台北縣淡水鎮中山路１２３號","02 86318822"
"8222112","民安簡易型分行","台北縣新莊市民安路１７９號１樓","02 22068887"
"8222123","二重埔簡易型分行","台北縣三重市光復路一段７０之１號","02 29959876"
"8222134","富錦分行","台北市民生東路５段１６５號","02 27602766"
"8222156","逢甲簡易型分行","台中市西屯區西屯路二段２７５之２號１Ｆ","04 27069706"
"8222167","東蘆洲分行","台北縣蘆洲市民族路１３５號","02 22839300"
"8222178","木柵分行","台北市文山區木柵路３段６９號","02 29375890"
"8222189","東花蓮分行","花蓮縣花蓮市公園路１－７號","03 8351101"
"8222190","西花蓮分行","花蓮縣花蓮市中山路８３５號","03 8572161"
"8222215","東門分行","台北市中正區信義路２段２１３號","02 23958000"
"8222271","華山分行","台北市中正區忠孝東路一段５５號","02 23413000"
"8222282","龍江分行","台北市南京東路三段６５號１樓","02 25158811"
"8222293","成功分行","台北市內湖區成功路４段１６１號","02 87911686"
"8223119","大直分行","台北市中山區明水路６３８號","02 85026002"
"8223131","仁里分行","花蓮縣吉安鄉中正路一段１１２號","03 8539577"
"8223142","重慶分行","台北縣板橋市重慶路２９０號","02 29634567"
"8223164","羅東分行","宜蘭縣羅東鎮興東南路２３２號","03 9574320"
"8223186","板和簡易型分行","台北縣中和市中正路７２６號","02 82261288"
"8223197","花蓮分行","花蓮縣花蓮市中山路３７６號１樓","03 8340566"
"8223201","北天母分行","台北市天母西路１０號及１０之１號","02 28766100"
"8223212","民權西路分行","台北市民權西路１０４之１號","02 25572919"
"8223223","佳里分行","台南縣佳里鎮中山路４１０號","06 7221335"
"8223234","博愛分行","高雄市左營區博愛二路８８號","07 5567909"
