"通匯金融代號","總單位名稱","帳號長度","地址","電話"
"013","國泰世華商業銀行","存款類一12位\n存款類二11位\n存款類三14位","台北市信義區松仁路７號","02 23125555"
"通匯金融代號","支單位名稱","地址","電話"
"0130590","前鎮分行","高雄市保泰路３５５號","07 7260676"
"0130604","土城分行","台北縣土城市中央路二段２０９號","02 22739911"
"0130615","南高雄分行","高雄市民權二路３８５號","07 3386656"
"0130626","大同分行","台北市重慶北路二段５０號","02 25552468"
"0130637","成功分行","台南縣永康市中華路１號","06 3120266"
"0130648","中港分行","台中市台中港路二段２號","04 23135678"
"0130659","世貿分行","台北市信義路四段４５６號","02 27209191"
"0130660","北桃園分行","桃園縣桃園市中正路４４８號","03 3398855"
"0130671","善化分行","台南縣善化鎮中山路３４９號１樓","06 5810607"
"0130682","士林分行","台北市中正路１９７號","02 88614040"
"0130693","雙和分行","台北縣中和市中和路１０２號","02 22447890"
"0130707","二重分行","台北縣三重市重新路五段６０９巷４號","02 22789999"
"0130729","花蓮分行","花蓮縣花蓮市民國路１６３號","03 8337168"
"0130730","內湖分行","台北市內湖路一段３１０號","02 26596899"
"0130741","華江分行","台北縣板橋市民生路三段６號","02 22543939"
"0130752","竹科分行","新竹市光復路一段３６９號","03 6661666"
"0130763","南門分行","台北市羅斯福路二段５號","02 23222777"
"0130774","八德分行","台北市八德路四段６５６之１號","02 37651188"
"0130785","永春分行","台北市忠孝東路五段６８７號","02 87856868"
"0130796","萬華分行","台北市萬大路４５０號","02 23377101"
"0131014","屏東分行","屏東縣屏東市中正路１２５號","08 7330456"
"0131025","台東分行","台東縣台東市中山路２５８號","089352211"
"0131036","景美分行","台北市木柵路二段９４號","02 86616262"
"0131047","新樹分行","台北縣新莊市新樹路４９９號","02 22080077"
"0131058","宜蘭分行","宜蘭縣宜蘭市神農路一段１０５號１樓","03 9358797"
"0131069","南港分行","台北市南港路一段２１８號","02 27892345"
"0131070","斗六分行","雲林縣斗六市中山路８９號","05 5371321"
"0131081","南投分行","南投縣南投市三和三路１３號","0492206686"
"0131092","汐止分行","台北縣汐止市大同路二段１９６號１、２樓","02 26410666"
"0131106","大直分行","台北市明水路５８９號","02 85097878"
"0131117","左營分行","高雄市左營區博愛二路３６６號１樓","07 5507366"
"0131128","新營分行","台南縣新營市中山路１３４號１樓","06 6325556"
"0131139","大甲分行","台中縣大甲鎮順天路２２２－１號","04 26860779"
"0131140","苗栗分行","苗栗縣苗栗市中正路４０８號１樓","037377855"
"0131151","北投分行","台北市北投區中央南路一段１５０號１樓","02 28960399"
"0131162","臨安分行","台南市北區臨安路２段１７號１樓","06 2581736"
"0131173","幸福分行","台北縣新莊市幸福路６９２號１樓","02 89929911"
"0131184","華山分行","台北市中正區忠孝東路２段１２８號１樓","02 23952121"
"0131195","東湖分行","台北市內湖區成功路５段４５２號１樓","02 26319986"
"0131209","岡山分行","高雄縣岡山鎮中山北路２８號１樓","07 6226678"
"0131210","臨沂分行","台北市中正區仁愛路２段７１號１樓","02 23970686"
"0131221","新湖分行","台北市內湖區民權東路６段１０９－１號１樓","02 87917088"
"0131232","中崙分行","台北市松山區八德路三段１８２號１樓","02 25705080"
"0131243","基隆分行","基隆市仁愛區忠一路５號１樓","02 24213898"
"0131254","樹林分行","台北縣樹林市中山路一段１６４號１樓","02 26822988"
"0131265","羅東分行","宜蘭縣羅東鎮公正路１５７號１樓","03 9577088"
"0131276","淡水分行","台北縣淡水鎮中山路１０６號１樓","02 26205601"
"0132011","仁愛分行","台北市仁愛路４段８５號１樓","02 27525353"
"0132022","中華分行","高雄市前金區中華三路１０８號","07 2213391"
"0132033","民生分行","台北市民生東路二段１４１號","02 25065166"
"0132044","篤行分行","台中市五權路１９０號","04 22055858"
"0132055","板東分行","台北縣板橋市三民路一段２１４號","02 89519355"
"0132066","桃興分行","桃園縣桃園市復興路４４５號","03 3356255"
"0132077","逢甲分行","台南市西門路１段４９６號","06 2132111"
"0132088","彰泰分行","彰化縣彰化市中山路２段５２１號","04 7222558"
"0132099","嘉泰分行","嘉義縣嘉義市文化路１６９號","05 2232466"
"0132103","竹城分行","新竹市民族路１５０號","03 5311122"
"0132114","忠誠分行","台北市士林區忠誠路２段２４７號","02 28736556"
"0132125","敦化分行","台北市敦化南路２段２１８號","02 23776999"
"0132147","新泰分行","台北縣新莊市中正路３８７號","02 82010788"
"0132158","文心分行","台中市南屯區五權西路２段６６６號","04 23813168"
"0132169","福和分行","台北縣永和市福和路３５３－１號","02 29241010"
"0132170","四維分行","高雄市苓雅區四維四路７號","07 3319918"
"0132181","營業部","台北市信義區松仁路７號１樓","02 87226688"
"0132192","豐北分行","台中縣豐原市園環北路１段６０號","04 25208488"
"0132206","重新分行","台北縣三重市重新路４段８７號","02 29723329"
"0132217","延平分行","桃園縣中壢市延平路４５５號","03 4270355"
"0132228","城東分行","台北市南京東路４段１２６號","02 25777300"
"0132239","建國分行","台北市南京東路３段１３２號１樓","02 27732200"
"0132251","學府分行","台北縣土城市學府路１段１２２號","02 22668669"
"0132262","北新分行","台北縣新店市中正路１９０號","02 29173999"
"0132273","長安分行","台北市大同區長安西路１４０之４號","02 25565688"
"0132295","文德分行","台北市內湖區成功路３段１７４巷１２號","02 87926189"
"0132321","中台中分行","台中市中華路一段３５號","04 22259111"
"0132332","水湳分行","台中市中清路８９號","04 22971718"
"0132343","干城分行","台中市南京路１４７號","04 22213701"
"0132354","東台中分行","台中市建成路７３５號","04 22831666"
"0132365","國光分行","台中市國光路７６號","04 22213801"
"0132376","健行分行","台中市健行路５９０號","04 22050867"
"0132398","西屯分行","台中市文心路三段１２６號","04 23149307"
"0132402","南屯分行","台中市五權路１－１２８號","04 23716663"
"0132413","崇德分行","台中市崇德路二段１２８號","04 22389278"
"0132446","北新竹分行","新竹市中華路二段５６０號","03 5215151"
"0132457","香山分行","新竹市中華路四段５８２號","03 5380388"
"0132468","竹北分行","新竹縣竹北市光明六路８７之１號","03 6570336"
"0132480","同德分行","桃園縣桃園市中正路１１２５號１樓","03 3250567"
"0132505","彰新分行","彰化縣彰化市中正路一段７７號","04 7257505"
"0132527","秀水簡易型分行","彰化縣秀水鄉福安村漳水路二段６２９號","04 7696795"
"0132549","彰美分行","彰化縣彰化市辭修號１３６號","04 7253424"
"0132550","太平分行","台中縣太平市中興東路１４２號","04 22752979"
"0132561","沙鹿分行","台中縣沙鹿鎮成功東街８６號","04 26655959"
"0132583","大里分行","台中縣大里市國光路二段２５９號","04 24065678"
"0132594","北員林分行","彰化縣員林鎮中山路二段２６３號","04 8375161"
"0132608","文華簡易型分行","台中市西屯區文華路１００號","04 24517074"
"0132619","大雅分行","台中縣大雅鄉民生路一段１２５號","04 25691155"
"0132620","潭子簡易型分行","台中縣潭子鄉潭興路三段８２號","04 25316666"
"0132631","光華分行","台北市松江路１３６號","02 25510168"
"0132642","西松分行","台北市南京東路五段２３０號","02 27456199"
"0132653","城中分行","台北市中華路一段１６６－２號","02 23612166"
"0132664","永平分行","台北市復興北路１９９號","02 87125510"
"0132675","和平分行","台北市羅斯福路二段１０９號","02 23655627"
"0132686","長春分行","台北市敦化北路１６７號","02 25455559"
"0132697","瑞湖分行","台北市內湖區陽光街２９２號１樓","02 26580608"
"0132701","文昌分行","台北市光復南路５５７號","02 87897171"
"0132712","正義分行","台北縣三重市重新路二段９號","02 29823131"
"0132723","海山分行","台北縣板橋市文化路一段６７號","02 29601305"
"0132734","永貞分行","台北縣永和市中山路一段２２５號","02 29273300"
"0132756","英才分行","台中市中港路一段２號","04 22020037"
"0132778","六合分行","高雄市中正四路１０３號","07 2417777"
