"通匯金融代號","總單位名稱","帳號長度","地址","電話"
"012","台北富邦商業銀行","存款類12位\n放款類14位","台北市仁愛路四段１６９號","02 27716699"
"通匯金融代號","支單位名稱","地址","電話"
"0124313","興隆分行","台北市興隆路三段６９號","02 86639889"
"0124405","內湖分行","台北市成功路三段１７４巷６號","02 27961820"
"0124427","文德分行","台北市文德路４２號","02 26582620"
"0124508","敦化分行","台北市敦化北路２０１號","02 27131660"
"0124542","民生分行","台北市民生東路五段１６３之１號","02 27640853"
"0124601","信義分行","台北市信義路四段２９９號","02 27006381"
"0124612","莊敬分行","台北市莊敬路２８６號","02 27226206"
"0124623","世貿分行","台北市基隆路一段３３３號１３樓","02 27252916"
"0124704","松江分行","台北市松江路２００號","02 25434282"
"0124807","和平分行","台北市復興南路二段２３６號","02 27022421"
"0124900","延吉分行","台北市仁愛路四段３８７號","02 27527600"
"0125000","城中分行","台北市青島西路７號","02 23615481"
"0125103","南門分行","台北市中正區金華街１７號１樓","02 23971640"
"0125206","復興分行","台北市復興北路２３４號","02 25023530"
"0125309","西松分行","台北市南京東路四段７５之１號","02 27170037"
"0125402","長安分行","台北市松江路８２號","02 25519797"
"0125505","桂林分行","台北市桂林路５２號","02 23026226"
"0125701","敦和分行","台北市敦化南路二段７７號","02 27012409"
"0125804","東門分行","台北市仁愛路二段６１號１樓","02 23512081"
"0125907","中崙分行","台北市復興北路６號","02 27418257"
"0126007","基隆路分行","台北市基隆路二段２１號","02 27373671"
"0126100","金華分行","台北市和平東路一段１７８號","02 23698566"
"0126203","松南分行","台北市忠孝東路五段４１２號","02 27255111"
"0126214","懷生分行","台北市忠孝東路三段２１５號","02 27818380"
"0126306","民權分行","台北市民權東路三段３７號","02 25166786"
"0126409","吉林分行","台北市吉林路１４６號","02 25681248"
"0126502","社子分行","台北市延平北路五段２２５號","02 28168585"
"0126605","港都分行","高雄市中山二路３５８號","07 3356226"
"0126683","西湖分行","台北市內湖路一段２４０號","02 87511788"
"0126694","金城分行","台北縣土城市金城路三段４６號","02 22631678"
"0126708","萬隆分行","台北市羅斯福路六段１３６號","02 29339956"
"0126719","中港分行","台中市台中港路一段１６０號","04 23207711"
"0126720","新莊分行","台北縣新莊市新泰路２２７號","02 29903366"
"0126731","桃園分行","桃園縣桃園市中華路３３號","03 3367171"
"0126742","安平分行","台南市民生路二段２７９號１樓","06 2265265"
"0126764","松隆簡易型分行","台北市基隆路一段１７６之１號","02 27473399"
"0126775","埔墘分行","台北縣板橋市中山路二段１４３號","02 89535118"
"0126786","北中壢分行","桃園縣中壢市元化路２６８號","03 4256699"
"0126797","三重分行","台北縣三重市忠孝路二段３６號","02 89836868"
"0126801","豐原分行","台中縣豐原市向陽路１３９號","04 25220088"
"0126812","雙和分行","台北縣中和市景平路６９６號","02 22438877"
"0126823","鼓山分行","高雄市華榮路３８７號","07 5523111"
"0126845","風城分行","新竹市民生路１２６號","03 5343888"
"0126856","彰化分行","彰化縣彰化市中山路二段３４９號","04 7261333"
"0126867","東湖分行","台北市內湖區康寧路３段６９號","02 26336677"
"0126878","永和分行","台北縣永和市得和路４０７號","02 86601616"
"0126889","岡山簡易型分行","高雄縣岡山鎮中山北路１７８號１樓","07 6213969"
"0126890","台北一０一分行","台北市信義區市府路４５號５樓","02 81018585"
"0127015","雙連分行","台北市民生東路一段１３號","02 25115511"
"0127026","南京東路分行","台北市南京東路二段１３９號","02 25155518"
"0127037","敦北分行","台北市民生東路三段１３８號","02 27185151"
"0127048","仁愛分行","台北市建國南路一段２３７號","02 23258878"
"0127059","高雄分行","高雄市新興區六合一路１號","07 2391515"
"0127060","中正分行","桃園縣桃園市中正路４７６號","03 3350335"
"0127071","台中分行","台中市柳川西路二段１９６號","04 22221911"
"0127093","松山分行","台北市松山路４２１號","02 27281199"
"0127107","土城分行","台北縣土城市中央路一段１００號","02 22709898"
"0127118","台南分行","台南市中山路１６６號之６","06 2290266"
"0127129","鳳山分行","高雄縣鳳山市自由路２２３號","07 7482088"
"0127130","中壢分行","桃園縣中壢市中北路二段１１９號","03 4595766"
"0127152","安和分行","台北市仁愛路四段１６９號","02 27787717"
"0127163","正義分行","台北縣三重市正義北路２７９號","02 29806688"
"0127174","大湳分行","桃園縣八德市介壽路一段９６８號","03 3616565"
"0127185","嘉義分行","嘉義市仁愛路３９５號","05 2231688"
"0127196","苓雅分行","高雄市中華四路３９號","07 3318822"
"0127211","板橋分行","台北縣板橋市文化路一段２６６號","02 22549999"
"0127222","北台中分行","台中市文化路四段３３３號","04 22426222"
"0127233","三民分行","高雄市三民區大順二路５３０號","03 3871299"
"0127244","建國分行","台北市建國北路二段１９６號","02 25151775"
"0127255","新竹分行","新竹市中正路１４１號","03 5278988"
"0127266","新店分行","台北縣新店市北新路二段２６６號","02 29129977"
"0127277","天母分行","台北市天母東路３６號","02 28763232"
"0127288","汐止分行","台北縣汐止市大同路一段１７５號","02 26411689"
"0127303","永康分行","台南縣永康市大灣路８５６號","06 2736099"
"0127314","襄陽分行","台北市襄陽路９號","02 23885889"
"0127336","五股分行","台北縣新莊市化成路４４５","02 85213399"
"0127347","新營分行","台南縣新營市民治路３０１號","06 6569889"
"0127358","屏東分行","屏東縣屏東市和平路４５９號","08 7336899"
"0127369","前鎮分行","高雄市保泰路２８９號","07 7170055"
"0127370","敦南分行","台北市敦化南路一段１０８號","02 87719898"
"0127381","保生分行","台北縣永和市保生路３號","02 89230888"
"0127392","員林分行","彰化縣彰化市員林鎮莒光路５９６號","04 8369189"
"0127406","羅東分行","宜蘭縣宜蘭市羅東鎮興東路２８６號","03 9566611"
"0127417","瑞湖分行","台北市內湖區瑞湖街６２號","02 26591088"
"0127428","基和簡易型分行","台北市基隆路二段１７２之１號","02 66388988"
"0127439","南昌簡易型分行","台北市和平西路一段６５號","02 66305678"
"0127451","花蓮簡易型分行","花蓮縣花蓮市林森路２５６號","03 8353838"
"0127462","竹北分行","新竹縣竹北市光明六路２６３號","03 5586199"
"0127473","南台中分行","台中市文心路一段２７２號１樓","04 36009868"
"0127484","博愛分行","高雄市博愛二路４５０號１樓","07 8628668"
"0127495","蘆洲分行","台北縣蘆洲市三民路７１號１樓","02 82821799"
"0127509","華江分行","台北縣板橋市雙十路二段１１０號１樓","02 22530598"
"0127510","大直簡易型分行","台北市中山區明水路６０２號１樓","02 85093878"
"0127521","樹林分行","台北縣樹林市文化街２７號","02 26838186"
